,Make,Model,Variant,Ex-Showroom_Price,City_Mileage,Cylinders,Highway_Mileage,Drivetrain,Emission_Norm,Fuel_Type,Body_Type,Kerb_Weight,Gears,Ground_Clearance,Power_Steering,Power,Doors,Type,Audiosystem,Aux-in_Compatibility,Boot_Space,Child_Safety_Locks,Number_of_Airbags
12,Renault,Kwid,Rxe 0.8,353290,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,6,184.0,Electric Power,54PS@5678rpm,5.0,Manual,Not on offer,Yes,300,Yes,1.0
13,Renault,Kwid,Std 0.8,283290,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,54PS@5678rpm,5.0,Manual,Not on offer,Yes,300,Yes,1.0
14,Renault,Kwid,Rxl 0.8,383290,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,54PS@5678rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,300,Yes,1.0
15,Renault,Kwid,Rxt 0.8,413290,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,54PS@5678rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,300,Yes,1.0
16,Renault,Kwid,Rxt 1.0,433290,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,300,Yes,1.0
17,Renault,Kwid,Climber 1.0 Mt,454490,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,300,Yes,1.0
18,Renault,Kwid,Rxt Amt 1.0,463290,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,300,Yes,1.0
19,Renault,Kwid,Climber Amt 1.0,484490,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,300,Yes,1.0
20,Renault,Kwid,Rxt (O) 1.0,440990,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,300,Yes,2.0
21,Renault,Kwid,Rxt (O) Amt 1.0,470990,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Automatic,CD Player with USB & Aux-in,Yes,300,Yes,2.0
22,Renault,Kwid,Climber (O) Mt 1.0,462190,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,300,Yes,2.0
23,Renault,Kwid,Climber (O) Amt 1.0,492190,25.17,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,669,5,184.0,Electric Power,68PS@5500rpm,5.0,Automatic,CD/MP3/DVD Player with USB & Aux-in,Yes,300,Yes,2.0
24,Maruti Suzuki,Eeco,5 Str,352136,12.0,4.0,15.0,RWD (Rear Wheel Drive),BS VI,Petrol,MPV,920,5,160.0,Electric Power,73PS@6000rpm,5.0,Manual,Not on offer,Yes,400,Yes,1.0
25,Maruti Suzuki,Eeco,7 Str,380573,12.0,4.0,15.0,FWD (Front Wheel Drive),BS VI,Petrol,MPV,940,5,160.0,Electric Power,74PS@6000RPM,5.0,Manual,Not on offer,Yes,250,Yes,1.0
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,11.0,4.0,15.0,RWD (Rear Wheel Drive),BS VI,Petrol,MPV,928,5,160.0,Electric Power,73PS@6000rpm,5.0,Manual,Not on offer,Yes,400,Yes,1.0
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,11.0,4.0,15.0,RWD (Rear Wheel Drive),BS VI,CNG,MPV,1050,5,160.0,Electric Power,62PS@6000rpm,5.0,Manual,Not on offer,Yes,400,Yes,1.0
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,11.0,4.0,15.0,RWD (Rear Wheel Drive),BS VI,CNG,MPV,1030,5,160.0,Electric Power,62PS@6000rpm,5.0,Manual,Not on offer,Yes,400,Yes,1.0
29,Maruti Suzuki,Alto K10,Lxi,377588,14.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,745,5,160.0,Yes,68PS@6000rpm,5.0,Manual,Not on offer,Yes,177,Yes,1.0
30,Maruti Suzuki,Alto K10,Vxi,394036,14.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,750,5,160.0,Yes,68PS@6200rpm,5.0,Manual,CD/MP3 Player,Yes,177,Yes,1.0
31,Maruti Suzuki,Alto K10,Lx,360843,19.0,3.0,24.07,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,740,5,160.0,Yes,68PS@6000rpm,5.0,Manual,Not on offer,Yes,177,Yes,1.0
32,Maruti Suzuki,Alto K10,Vxi (O),407238,14.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,755,5,160.0,Yes,68PS@6000rpm,5.0,Manual,Not on offer,Yes,177,Yes,1.0
33,Maruti Suzuki,Alto K10,Lxi Cng (O),439777,14.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,CNG,Hatchback,740,5,160.0,Yes,59PS@6000rpm,5.0,Manual,Not on offer,Yes,177,Yes,1.0
34,Maruti Suzuki,Alto K10,Vxi Amt (O),438559,14.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,755,5,160.0,Yes,68PS@6000rpm,5.0,Automatic,CD Player with USB & Aux-in,Yes,177,Yes,1.0
35,Datsun,Go,D,374990,14.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Yes,68PS@5000rpm,5.0,Manual,Not on offer,Yes,265,Yes,2.0
36,Datsun,Go,T,468229,14.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,68PS@5000rpm,5.0,Manual,USB & Aux-in,Yes,265,Yes,2.0
37,Datsun,Go,T (O),502492,20.6,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,68PS@5000rpm,5.0,Manual,USB & Aux-in,Yes,265,Yes,2.0
38,Datsun,Go,A (O),499990,20.6,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,68PS@5000rpm,5.0,Manual,Not on offer,Yes,265,Yes,2.0
39,Datsun,Go,A,469990,20.6,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,68PS@5000rpm,5.0,Manual,Not on offer,Yes,265,Yes,2.0
40,Datsun,Go,T Vdc,528464,20.6,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,68PS@5000rpm,5.0,Manual,USB & Aux-in,Yes,265,Yes,2.0
41,Datsun,Go,T (O) Vdc,553015,20.6,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,68PS@5000rpm,5.0,Manual,USB & Aux-in,Yes,265,Yes,2.0
42,Datsun,Go,T Cvt,594464,20.6,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,78PS@5000rpm,5.0,Manual,USB & Aux-in,Yes,265,Yes,2.0
43,Datsun,Go,T (O) Cvt,618015,20.6,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,864,5,180.0,Electric Power,78PS@5000rpm,5.0,Manual,USB & Aux-in,Yes,265,Yes,2.0
44,Maruti Suzuki,Celerio Tour,H2,422444,23.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,830,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
45,Maruti Suzuki,Celerio Tour,H2 Cng,480670,23.0,3.0,17.0,FWD (Front Wheel Drive),BS IV,CNG,Hatchback,915,5,165.0,Electric Power,59bhp@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
46,Hyundai,Santro,Era Mt,429990,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,915,5,165.0,Electric Power,69PS@5500rpm,4.0,Manual,Not on offer,Yes,235,Yes,1.0
47,Hyundai,Santro,Magna Mt,503990,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,915,5,165.0,Electric Power,69PS@5500rpm,4.0,Manual,Not on offer,Yes,235,Yes,1.0
48,Hyundai,Santro,Magna Mt Cng,547990,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,CNG,Hatchback,915,5,165.0,Electric Power,59PS@5500RPM,4.0,Manual,Not on offer,Yes,235,Yes,1.0
49,Hyundai,Santro,Magna Amt,530990,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,915,5,165.0,Electric Power,69PS@5500rpm,4.0,AMT,CD Player with USB & Aux-in,Yes,235,Yes,1.0
50,Hyundai,Santro,Sportz Mt,512990,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,915,5,165.0,Electric Power,69PS@5500rpm,4.0,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,235,Yes,1.0
51,Hyundai,Santro,Sportz Mt Cng,578990,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,CNG,Hatchback,915,5,165.0,Electric Power,59PS@5500RPM,4.0,Manual,CD Player with USB & Aux-in,Yes,235,Yes,1.0
52,Hyundai,Santro,Sportz Amt,570990,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,915,5,165.0,Electric Power,69PS@5500rpm,4.0,AMT,CD Player with USB & Aux-in,Yes,235,Yes,1.0
53,Hyundai,Santro,Asta Mt,556490,23.0,4.0,17.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,915,5,165.0,Electric Power,69PS@5500rpm,4.0,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,235,Yes,2.0
54,Tata,Tiago,Revotron Xe,460000,23.0,3.0,17.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,935,5,165.0,Electric Power,86PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
55,Tata,Tiago,Revotron Xt,520000,23.84,3.0,23.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,930,5,170.0,Electric Power,86PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,242,Yes,2.0
56,Tata,Tiago,Revotron Xz,570000,23.84,3.0,23.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,930,5,170.0,Electric Power,86PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,242,Yes,2.0
57,Tata,Tiago,Revotron Xz Plus,599000,23.84,3.0,23.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,930,5,170.0,Electric Power,86PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,242,Yes,2.0
58,Tata,Tiago,Revotron Xz Plus Dual Tone,610000,23.84,3.0,23.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,930,5,170.0,Electric Power,86PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,242,Yes,2.0
59,Tata,Tiago,Revotron Xza,620000,23.84,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,930,5,170.0,Electric Power,86PS@6000rpm,5.0,AMT,CD Player with USB & Aux-in,Yes,240,Yes,2.0
60,Tata,Tiago,Revotron Xza Plus,649000,23.84,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,930,5,170.0,Electric Power,86PS@6000rpm,5.0,AMT,CD Player with USB & Aux-in,Yes,240,Yes,2.0
61,Tata,Tiago,Revotron Xza Plus Dual Tone,660000,23.84,3.0,24.0,FWD (Front Wheel Drive),BS VI,Petrol,Hatchback,930,5,170.0,Electric Power,86PS@6000rpm,5.0,AMT,CD Player with USB & Aux-in,Yes,240,Yes,2.0
62,Maruti Suzuki,Celerio X,Vxi (O),481074,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,2.0
63,Maruti Suzuki,Celerio X,Vxi,475198,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,Not on offer,Yes,235,Yes,1.0
64,Maruti Suzuki,Celerio X,Vxi Amt,518198,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,Not on offer,Yes,235,Yes,1.0
65,Maruti Suzuki,Celerio X,Vxi Amt (O),524074,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,Not on offer,Yes,235,Yes,2.0
66,Maruti Suzuki,Celerio X,Zxi,499734,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,235,Yes,1.0
67,Maruti Suzuki,Celerio X,Zxi (O),540350,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,235,Yes,2.0
68,Maruti Suzuki,Celerio X,Zxi Amt,542735,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,CD Player with USB & Aux-in,Yes,235,Yes,1.0
69,Maruti Suzuki,Celerio X,Zxi Amt (O),552350,23.0,3.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,810,5,165.0,Electric Power,68PS@6000rpm,5.0,Automatic,CD Player with USB & Aux-in,Yes,235,Yes,2.0
70,Maruti Suzuki,Ignis,Alpha 1.2 Amt,713898,20.89,4.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,860,5,180.0,Electric Power,83PS@6000rpm,5.0,AMT,CD/MP3/DVD Player with USB & Aux-in,Yes,260,Yes,2.0
71,Maruti Suzuki,Ignis,Alpha 1.2 Mt,666898,20.89,4.0,22.0,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,860,5,180.0,Electric Power,83PS@6000rpm,5.0,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,260,Yes,2.0
72,Maruti Suzuki,Ignis,Delta 1.2 Amt,607841,20.89,4.0,20.89,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,825,5,180.0,Electric Power,83PS@6000rpm,5.0,AMT,CD Player with USB & Aux-in,Yes,260,Yes,2.0
73,Maruti Suzuki,Ignis,Delta 1.2 Mt,560841,20.89,4.0,20.89,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,825,5,180.0,Electric Power,83PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,260,Yes,2.0
74,Maruti Suzuki,Ignis,Sigma 1.2 Mt,483320,20.89,4.0,20.89,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,825,5,180.0,Electric Power,83PS@6000rpm,5.0,Manual,Not on offer,Yes,260,Yes,2.0
75,Maruti Suzuki,Ignis,Zeta 1.2 Amt,630320,15.1,4.0,20.89,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,825,5,180.0,Electric Power,83PS@6000rpm,5.0,AMT,CD/MP3/DVD Player with USB & Aux-in,Yes,260,Yes,2.0
76,Maruti Suzuki,Ignis,Zeta 1.2 Mt,583320,20.89,4.0,20.89,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,825,5,180.0,Electric Power,83PS@6000rpm,5.0,Manual,CD/MP3/DVD Player with USB & Aux-in,Yes,260,Yes,2.0
77,Renault,Triber,Rxe,495000,20.89,3.0,20.89,FWD (Front Wheel Drive),BS VI,Petrol,MUV,947,5,182.0,Electric Power,72PS@62050rpm,5.0,Manual,Not on offer,Yes,625,Yes,2.0
78,Renault,Triber,Rxl,559000,20.89,3.0,20.89,FWD (Front Wheel Drive),BS VI,Petrol,MUV,947,5,182.0,Electric Power,72PS@62050rpm,5.0,Manual,USB & Aux-in,Yes,625,Yes,2.0
79,Renault,Triber,Rxt,609000,20.89,3.0,20.89,FWD (Front Wheel Drive),BS VI,Petrol,MUV,947,5,182.0,Electric Power,72PS@62050rpm,5.0,Manual,USB & Aux-in,Yes,625,Yes,2.0
80,Renault,Triber,Rxz,663000,20.89,3.0,20.89,FWD (Front Wheel Drive),BS VI,Petrol,MUV,947,5,182.0,Electric Power,72PS@62050rpm,5.0,Manual,USB & Aux-in,Yes,625,Yes,4.0
81,Premier,Rio,Gx,506000,13.0,4.0,16.0,FWD (Front Wheel Drive),BS IV,Petrol,SUV,1080,5,200.0,Yes,76.6PS@5800rpm,5.0,Manual,Not on offer,Yes,454,Yes,4.0
82,Premier,Rio,Ex,568623,12.0,4.0,16.0,FWD (Front Wheel Drive),BS IV,Diesel,SUV,1145,5,200.0,Hydraulic Power,64PS@4000rpm,5.0,Manual,Not on offer,Yes,454,Yes,4.0
83,Premier,Rio,Glx,670000,13.0,4.0,16.0,FWD (Front Wheel Drive),BS IV,Petrol,SUV,1080,5,200.0,Yes,76.6PS@5800rpm,5.0,Manual,CD/MP3 Player,Yes,454,Yes,4.0
84,Premier,Rio,Dx,603000,12.0,4.0,16.0,FWD (Front Wheel Drive),BS IV,Diesel,SUV,1145,5,200.0,Yes,64PS@4000rpm,5.0,Manual,Not on offer,Yes,454,Yes,4.0
85,Premier,Rio,Lx,739000,12.0,4.0,16.0,FWD (Front Wheel Drive),BS IV,Diesel,SUV,1145,5,200.0,Yes,64PS@4000rpm,5.0,Manual,CD/MP3 Player,Yes,454,Yes,4.0
86,Premier,Rio,Crdi4,739000,20.0,4.0,23.7,FWD (Front Wheel Drive),BS IV,Diesel,SUV,1145,5,200.0,Yes,72PS@4000rpm,5.0,Manual,CD/MP3 Player,Yes,454,Yes,4.0
87,Toyota,Etios Liva,G,520300,15.1,4.0,17.71,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,170.0,Electric Power,80PS@5600rpm,5.0,Manual,Not on offer,Yes,251,Yes,2.0
88,Toyota,Etios Liva,V,581000,15.1,4.0,18.16,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,170.0,Electric Power,80PS@5600rpm,5.0,Manual,Not on offer,Yes,251,Yes,2.0
89,Toyota,Etios Liva,Gd,647800,20.3,4.0,23.59,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,895,5,170.0,Electric Power,68PS@3800rpm,5.0,Manual,Not on offer,Yes,251,Yes,2.0
90,Toyota,Etios Liva,Vx,630000,15.1,4.0,17.71,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,170.0,Electric Power,80PS@5600rpm,5.0,Manual,USB & Aux-in,Yes,251,Yes,2.0
91,Toyota,Etios Liva,Vxd,745000,20.3,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,895,5,170.0,Electric Power,68PS@3800rpm,5.0,Manual,DVD Player with USB & Aux-in,Yes,251,Yes,2.0
92,Toyota,Etios Liva,Vd,704000,20.3,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,895,5,170.0,Electric Power,68PS@3800rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,251,Yes,2.0
93,Toyota,Etios Liva,Dual Tone V,597700,15.1,4.0,18.16,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,170.0,Electric Power,80PS@5600rpm,5.0,Manual,Not on offer,Yes,251,Yes,2.0
94,Toyota,Etios Liva,Dual Tone Vd,720700,20.3,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,895,5,170.0,Electric Power,68PS@3800rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,251,Yes,2.0
95,Toyota,Etios Liva,Dual Tone Vx,641700,15.1,4.0,17.71,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,170.0,Electric Power,80PS@5600rpm,5.0,Manual,USB & Aux-in,Yes,251,Yes,2.0
96,Toyota,Etios Liva,Dual Tone Vxd,756700,20.3,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,895,5,170.0,Electric Power,68PS@3800rpm,5.0,Manual,DVD Player with USB & Aux-in,Yes,251,Yes,2.0
97,Toyota,Etios Liva,Gx,558400,15.1,4.0,17.71,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,170.0,Electric Power,80PS@5600rpm,5.0,Manual,Not on offer,Yes,251,Yes,2.0
98,Toyota,Etios Liva,Gxd,686000,20.3,4.0,23.59,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,895,5,170.0,Electric Power,68PS@3800rpm,5.0,Manual,Not on offer,Yes,251,Yes,2.0
99,Toyota,Etios Liva,Vx Dual Tone Limited Edition,662700,15.1,4.0,17.71,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,170.0,Electric Power,80PS@5600rpm,5.0,Manual,USB & Aux-in,Yes,251,Yes,2.0
100,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777700,20.3,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,895,5,170.0,Electric Power,68PS@3800rpm,5.0,Manual,DVD Player with USB & Aux-in,Yes,251,Yes,2.0
101,Nissan,Micra Active,Xl,525021,20.3,3.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,154.0,Electric Power,68PS@5000rpm,5.0,Manual,Not on offer,Yes,251,Yes,2.0
102,Nissan,Micra Active,Xv,599950,19.49,3.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,154.0,Electric Power,68PS@5000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,251,Yes,2.0
103,Nissan,Micra Active,Xl (O),563133,19.49,3.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,895,5,154.0,Electric Power,68PS@5000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,251,Yes,2.0
104,Tata,Bolt,Xt Diesel,787980,22.95,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,1132,5,165.0,Electric Power,75PS@4000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,210,Yes,2.0
105,Tata,Bolt,Xe Diesel,661111,22.95,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,1132,5,165.0,Electric Power,75PS@4000rpm,5.0,Manual,Not on offer,Yes,210,Yes,2.0
106,Tata,Bolt,Xm Diesel,693798,22.95,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,1132,5,165.0,Electric Power,75PS@4000rpm,5.0,Manual,Not on offer,Yes,210,Yes,2.0
107,Tata,Bolt,Xms Diesel,719661,22.95,4.0,23.08,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,1132,5,165.0,Electric Power,75PS@4000rpm,5.0,Manual,Not on offer,Yes,210,Yes,2.0
108,Tata,Bolt,Xt Petrol,674960,17.57,4.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1095,5,165.0,Electric Power,90PS@5000rpm,5.0,Manual,Not on offer,Yes,210,Yes,2.0
109,Tata,Bolt,Xe Petrol,529035,17.57,4.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1095,5,165.0,Electric Power,90PS@5000rpm,5.0,Manual,Not on offer,Yes,210,Yes,2.0
110,Tata,Bolt,Xm Petrol,590268,17.57,4.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1095,5,165.0,Electric Power,90PS@5000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,210,Yes,2.0
111,Tata,Bolt,Xms Petrol,614515,17.57,4.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1095,5,165.0,Electric Power,90PS@5000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,210,Yes,2.0
112,Hyundai,Xcent Prime,Cng T + (Cng +,556130,17.57,4.0,23.08,FWD (Front Wheel Drive),BS IV,CNG + Petrol,Sedan,1100,5,165.0,Electric Power,83PS@6000rpm,4.0,Manual,Not on offer,Yes,407,Yes,2.0
113,Hyundai,Xcent Prime,T,536859,17.57,4.0,23.08,FWD (Front Wheel Drive),BS IV,Petrol,Sedan,1100,5,165.0,Electric Power,83PS@6000rpm,4.0,Manual,Not on offer,Yes,407,Yes,2.0
114,Hyundai,Xcent Prime,T+,556130,17.57,4.0,15.7,FWD (Front Wheel Drive),BS IV,Petrol,Sedan,1100,5,165.0,Electric Power,83PS@6000rpm,4.0,Manual,Not on offer,Yes,407,Yes,2.0
115,Hyundai,Xcent Prime,Cng T (Cng +,536859,17.57,4.0,15.7,FWD (Front Wheel Drive),BS IV,CNG + Petrol,Sedan,1100,5,165.0,Electric Power,81.8bhp@6000rpm,4.0,Manual,Not on offer,Yes,407,Yes,2.0
116,Hyundai,Xcent Prime,T+ Crdi,639616,17.57,4.0,15.7,FWD (Front Wheel Drive),BS IV,Diesel,Sedan,1100,5,165.0,Electric Power,70bhp@4000RPM,4.0,Manual,Not on offer,Yes,407,Yes,2.0
117,Hyundai,Xcent Prime,T Crdi,620297,17.57,4.0,15.7,FWD (Front Wheel Drive),BS IV,Diesel,Sedan,1100,5,165.0,Electric Power,71PS@4000rpm,4.0,Manual,Not on offer,Yes,407,Yes,2.0
118,Maruti Suzuki,Dzire Tour,Ldi,653523,14.6,4.0,19.8,FWD (Front Wheel Drive),BS IV,Diesel,Sedan,1045,5,170.0,Electric Power,75PS@4000rpm,4.0,Manual,Not on offer,Yes,320,Yes,2.0
119,Maruti Suzuki,Dzire Tour,Lxi,553423,16.3,4.0,19.1,FWD (Front Wheel Drive),BS IV,Petrol,Sedan,935,5,170.0,Electric Power,83PS@6000rpm,4.0,Manual,Not on offer,Yes,316,Yes,2.0
120,Maruti Suzuki,Dzire Tour,Lxi Cng,598940,16.3,4.0,19.1,FWD (Front Wheel Drive),BS IV,CNG,Sedan,935,5,170.0,Electric Power,69bhp@6000rpm,4.0,Manual,Not on offer,Yes,316,Yes,2.0
121,Hyundai,Elite I20,Era 1.2,559693,13.3,4.0,18.6,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1066,5,165.0,Electric Power,84PS@6000rpm,5.0,Manual,Not on offer,Yes,285,Yes,2.0
122,Hyundai,Elite I20,Era 1.4 Crdi,697803,18.4,4.0,22.54,FWD (Front Wheel Drive),BS IV,Diesel,Hatchback,1510,6,170.0,Electric Power,90PS@4000rpm,5.0,Manual,Not on offer,Yes,285,Yes,2.0
123,Hyundai,Elite I20,Magna Plus,634950,13.3,4.0,18.5,FWD (Front Wheel Drive),BS IV,Petrol,Hatchback,1058,5,170.0,Electric Power,84PS@6000rpm,5.0,Manual,CD Player with USB & Aux-in,Yes,285,Yes,2.0
